"Providers","RNs","MAs","PSRs","Play","Roomers","Rooming Ratio","Dedicated RNs","Dedicated PSRs","Provider Primary","Provider Secondary","Provider Tertiary","RN Primary","RN Secondary","RN Tertiary","MA Primary","MA Secondary","MA Tertiary","PSR Primary","PSR Secondary","PSR Tertiary","OM Primary","OM Secondary","OM Tertiary","Notes"
"3","0","0","0","3 Provider(s), 0 RN(s) acting as RN, 0 MA(s), 0 PSR(s)","1","3:1","0","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","Assigned RN is pulled to rooming as the primary task; triage, VM, and MyChart messages are monitored as able and escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","No MA roomer assigned.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","Rooming ratio: 3:1 (1 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
No PSR assigned; OM acts as PSR/front desk coverage.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","0","1","3 Provider(s), 0 RN(s) acting as RN, 0 MA(s), 1 PSR(s)","1","3:1","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","Assigned RN is pulled to rooming as the primary task; triage, VM, and MyChart messages are monitored as able and escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","No MA roomer assigned.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","Rooming ratio: 3:1 (1 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","0","2","3 Provider(s), 0 RN(s) acting as RN, 0 MA(s), 2 PSR(s)","2","3:2","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","Assigned RN is pulled to rooming as the primary task; triage, VM, and MyChart messages are monitored as able and escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","No MA roomer assigned.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 1 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
1 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","0","3","3 Provider(s), 0 RN(s) acting as RN, 0 MA(s), 3 PSR(s)","2","3:2","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","No MA roomer assigned.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 2 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
2 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","1","0","3 Provider(s), 0 RN(s) acting as RN, 1 MA(s), 0 PSR(s)","2","3:2","0","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","Assigned RN is pulled to rooming as the primary task; triage, VM, and MyChart messages are monitored as able and escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
No PSR assigned; OM acts as PSR/front desk coverage.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","1","1","3 Provider(s), 0 RN(s) acting as RN, 1 MA(s), 1 PSR(s)","2","3:2","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","Assigned RN is pulled to rooming as the primary task; triage, VM, and MyChart messages are monitored as able and escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","1","2","3 Provider(s), 0 RN(s) acting as RN, 1 MA(s), 2 PSR(s)","2","3:2","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 1 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
1 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","1","3","3 Provider(s), 0 RN(s) acting as RN, 1 MA(s), 3 PSR(s)","3","1:1","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 2 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","2 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","2","0","3 Provider(s), 0 RN(s) acting as RN, 2 MA(s), 0 PSR(s)","2","3:2","0","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
No PSR assigned; OM acts as PSR/front desk coverage.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","2","1","3 Provider(s), 0 RN(s) acting as RN, 2 MA(s), 1 PSR(s)","2","3:2","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","2","2","3 Provider(s), 0 RN(s) acting as RN, 2 MA(s), 2 PSR(s)","3","1:1","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 1 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","1 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","2","3","3 Provider(s), 0 RN(s) acting as RN, 2 MA(s), 3 PSR(s)","3","1:1","0","2","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","2 PSR(s) remain at front desk; 1 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","1 cross-trained MA/PSR must shift to rooming if available, leaving 2 PSR(s) acting as PSR.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","3","0","3 Provider(s), 0 RN(s) acting as RN, 3 MA(s), 0 PSR(s)","3","1:1","0","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","No PSR assigned; OM acts as PSR/front desk coverage.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","3","1","3 Provider(s), 0 RN(s) acting as RN, 3 MA(s), 1 PSR(s)","3","1:1","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","3","2","3 Provider(s), 0 RN(s) acting as RN, 3 MA(s), 2 PSR(s)","3","1:1","0","2","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","2 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","3","3","3 Provider(s), 0 RN(s) acting as RN, 3 MA(s), 3 PSR(s)","3","1:1","0","3","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","Rooming patients.","Forms and restocking.","MA duty list.","3 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning."
"3","0","4","0","3 Provider(s), 0 RN(s) acting as RN, 4 MA(s), 0 PSR(s)","3","1:1","0","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","No PSR assigned; OM acts as PSR/front desk coverage.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","4","1","3 Provider(s), 0 RN(s) acting as RN, 4 MA(s), 1 PSR(s)","3","1:1","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","4","2","3 Provider(s), 0 RN(s) acting as RN, 4 MA(s), 2 PSR(s)","3","1:1","0","2","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","2 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","4","3","3 Provider(s), 0 RN(s) acting as RN, 4 MA(s), 3 PSR(s)","3","1:1","0","3","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","3 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","5","0","3 Provider(s), 0 RN(s) acting as RN, 5 MA(s), 0 PSR(s)","3","1:1","0","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","No PSR assigned; OM acts as PSR/front desk coverage.
No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","5","1","3 Provider(s), 0 RN(s) acting as RN, 5 MA(s), 1 PSR(s)","3","1:1","0","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","5","2","3 Provider(s), 0 RN(s) acting as RN, 5 MA(s), 2 PSR(s)","3","1:1","0","2","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","2 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","0","5","3","3 Provider(s), 0 RN(s) acting as RN, 5 MA(s), 3 PSR(s)","3","1:1","0","3","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Assist with triage, VM, and MyChart messages because no RN is fully devoted to the RN primary task.","No RN is acting in the RN role; triage, VM, and MyChart messages are routed/escalated to providers.","Assist urgent clinical flow after rooming/triage needs are addressed.","Forms, PAs, and other tasks only after urgent flow is stable.","3 MA(s) room patients; extra MA capacity supports clinic flow.","Forms and restocking.","MA duty list.","3 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","No RN is acting as RN; providers assist with triage, VM, and MyChart messages.
Huddle at the end of the morning.
If a doctor called off, rescheduling affected patients is a global priority."
"3","1","0","0","3 Provider(s), 1 RN(s) acting as RN, 0 MA(s), 0 PSR(s)","0","3:0","1","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Management duties and other provider-level tasks as time allows.","Triage, VM, and MyChart messages.","Assist roomers if requested.","Forms, PAs, other tasks as assigned.","No MA roomer assigned.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","Rooming ratio: 3:0 (0 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
No PSR assigned; OM acts as PSR/front desk coverage.
Huddle at the end of the morning."
"3","1","0","1","3 Provider(s), 1 RN(s) acting as RN, 0 MA(s), 1 PSR(s)","0","3:0","1","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Management duties and other provider-level tasks as time allows.","Triage, VM, and MyChart messages.","Assist roomers if requested.","Forms, PAs, other tasks as assigned.","No MA roomer assigned.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","Rooming ratio: 3:0 (0 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
Huddle at the end of the morning."
"3","1","0","2","3 Provider(s), 1 RN(s) acting as RN, 0 MA(s), 2 PSR(s)","1","3:1","1","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Management duties and other provider-level tasks as time allows.","Triage, VM, and MyChart messages.","Assist roomers if requested.","Forms, PAs, other tasks as assigned.","No MA roomer assigned.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 1 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","Rooming ratio: 3:1 (1 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
1 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
Huddle at the end of the morning."
"3","1","0","3","3 Provider(s), 1 RN(s) acting as RN, 0 MA(s), 3 PSR(s)","2","3:2","1","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Management duties and other provider-level tasks as time allows.","Triage, VM, and MyChart messages.","Assist roomers if requested.","Forms, PAs, other tasks as assigned.","No MA roomer assigned.","Forms and restocking.","MA duty list.","1 PSR(s) remain at front desk; 2 cross-trained MA/PSR shifts to rooming if available. If not available, escalate to OM/providers and protect rooming flow.","Workqueues, proactive calls to new patients, call overdue patients as front desk capacity allows.","Other tasks assigned by OM only after front desk and rooming flow are stable.","Support the remaining PSR and protect front desk flow while cross-trained MA/PSR helps rooming.","Assist scheduling/checkout bottlenecks as needed.","Help route urgent issues to the appropriate person.","Rooming ratio: 3:2 (2 roomer(s) for 3 provider(s)).
Rooming is at the minimum 1:2 ratio; defer lower-priority tasks.
2 cross-trained MA/PSR must shift to rooming if available, leaving 1 PSR(s) acting as PSR.
Huddle at the end of the morning."
"3","1","1","0","3 Provider(s), 1 RN(s) acting as RN, 1 MA(s), 0 PSR(s)","1","3:1","1","0","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Management duties and other provider-level tasks as time allows.","Triage, VM, and MyChart messages.","Assist roomers if requested.","Forms, PAs, other tasks as assigned.","Rooming patients.","Forms and restocking.","MA duty list.","No PSR assigned; Office Manager acts as PSR/front desk coverage.","No PSR assigned.","No PSR assigned.","Act as PSR/front desk coverage: check in/out patients and protect front desk flow.","Assist with scheduling bottlenecks and urgent front desk needs.","Route urgent issues to the appropriate clinical person.","Rooming ratio: 3:1 (1 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
No PSR assigned; OM acts as PSR/front desk coverage.
Huddle at the end of the morning."
"3","1","1","1","3 Provider(s), 1 RN(s) acting as RN, 1 MA(s), 1 PSR(s)","1","3:1","1","1","Seeing patients.","Maintain clinic flow and support staff bottlenecks as needed.","Management duties and other provider-level tasks as time allows.","Triage, VM, and MyChart messages.","Assist roomers if requested.","Forms, PAs, other tasks as assigned.","Rooming patients.","Forms and restocking.","MA duty list.","1 PSR(s) cover check in/out patients.","Workqueues, proactive calls to new patients, call overdue patients.","Other tasks assigned by OM.","Support patient flow and staffing adjustments.","Assist bottlenecks as needed.","Help route urgent questions to the right person.","Rooming ratio: 3:1 (1 roomer(s) for 3 provider(s)).
Rooming ratio is worse than 1 roomer per 2 providers; this is mathematically below the stated minimum with available staffing.
Huddle at the end of the morning."
